hashtag,caption,likes,comments,timestamp,post_url,owner_username,display_url,is_video
InternationalYogaDay,"Rise, Stretch & Shine! ☀️

Join us for a fun-filled morning of yoga, wellness, and community as we celebrate *International Day of Yoga 2026* . Everyone is welcome—bring your family, friends, your mat and your smile! 😊🧘

🗓️ 14 June 2026, Sunday
⏰ 7:00am – 9:30am
📍 Taman Rimba Kiara

👉 Register today!
https://forms.gle/v3KAKaSRMbcmbXq59 

DM for the link! 💫

#mayiyogaacademy #yogaday #internationalyogaday #fyp",0.0,0,2026-05-25T04:01:40.000Z,https://www.instagram.com/p/DYv1qFmppxF/,mayiyogaacademy,https://scontent-cph2-1.cdninstagram.com/v/t51.82787-15/706829926_18528813775075422_4166645908707558632_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_cat=102&ig_cache_key=MzkwNDU3NTM5MDY1Mzc4MzEwOQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTUwOC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=uXdXKa0xajgQ7kNvwGhp82f&_nc_oc=AdrSOpzsip7BO3RBIAcQQ70V5Sv0Na-NYIZhN9E-u8sTFqvHfynO7alpLWe8pWSwO9zvZ3TBrkXx3kTlzYuiCDMX&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af5OBk6PqkVbLToQ83DKHB4F3vrLS8sFAipwQ3jFJZSQPw&oe=6A19A417,
InternationalYogaDay,"Celebrate movement, healing, and connection in the heart of Bali 🌿🧘🏻‍♀️

Join us for a special International Yoga Day Retreat at Villa Ipsa, Bali – a weekend filled with yoga, meditation, wellness sessions, nature, and meaningful moments together.

What to expect:
• Aqua yoga
• Sound healing & meditation
• Breathwork & yoga flow
• Group trekking to Munduk Waterfall
• Bonfire night
• Wellness sessions with inspiring teachers
• Good food, good energy, and good people ✨

📍 Villa Ipsa, Bali
🗓 20–21 June 2026

Twin Share Room: 850K
Private Room: 1.000K

Limited spots available — reserve your mat now 🤍

#InternationalYogaDay #RealYogaBali #YogaRetreatBali #WellnessRetreat #yogainbali",7.0,0,2026-05-25T03:55:16.000Z,https://www.instagram.com/p/DYv09qfmaEl/,realyogabali,https://scontent-cph2-1.cdninstagram.com/v/t51.82787-15/708294634_17991776861972718_6259597027370353520_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=MzkwNDU3MTQ3NzgwMTkxMDQ2Mg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=zHUCbEV3ZSoQ7kNvwFHFc8K&_nc_oc=Adq_mNAPCIkKYWOrqT0ofdm6tK2gAdojnFUUwf1lChTMtm0XPBZwPzwVB9Wdr8M-qFDSn5vs0b2XSShgTBWxly8_&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=7&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af4bOHfllgMrdzCN3Gl5RG6fUzTOAyT_2hyWOs_8RTv5sw&oe=6A19A613,
InternationalYogaDay,"Day 3 — Child’s Pose (Balasana)
This is a deeply calming posture that allows your body and mind to relax, release tension, and return to a peaceful state. Balasana is your gentle pause in the yoga journey.

✨ Benefits:

Gently stretches the hips, thighs, and lower back

Calms the nervous system

Reduces stress and fatigue

Promotes deep relaxation and emotional balance

🪷 As you fold forward and rest your forehead on the mat, surrender every worry. Feel safe, supported, and completely at ease with your breath guiding you inward.

🔥 Sometimes the strongest thing you can do is rest, reset, and reconnect.

✨ Take this moment for yourself — slow down, breathe, and simply be.

#yogawithmaamandram #30DaysYogaChallenge #internationalyogaday #klarulnilayam klan maamandram_klan maamandram balasana childspose yogajourney mindbodysoul",1.0,0,2026-05-25T02:05:40.000Z,https://www.instagram.com/p/DYvoatAv7a-/,hemanika_krishnan,https://scontent-cph2-1.cdninstagram.com/v/t51.82787-15/705745403_18598798216028121_5992329225871263268_n.webp?_nc_cat=104&ig_cache_key=MzkwNDUxNzE1ODg1MTI5NDkxMA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=csCHLCfLZSsQ7kNvwE3UyQQ&_nc_oc=AdqBzrS_o51YrGiPFwqxeZKGgABMjdHknebmpOC3pgvmVk11QMspfBJZeRLYdq3vBY36Hf3uCqOiQPFrVPxYzIq3&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af5UNHt1-NyRO7jSkcclq1AJcAqYwqKkxeA-Z2jaTZ7BfQ&oe=6A1995BF,
InternationalYogaDay,"การนับถอยหลังสู่ #IDY2026 เริ่มขึ้นแล้ว! ⏳🧘‍♀️
.
ร่วมเฉลิมฉลองเทศกาลโยคะครั้งยิ่งใหญ่ในกรุงเทพฯ
.
📅 21 มิถุนายน 2026
⏰ เวลา 06.00 น.
📍 จุฬาลงกรณ์มหาวิทยาลัย
.
ลงทะเบียนวันนี้ 👉 idythailand.com
.
.
#InternationalYogaDay #BangkokYoga #HealthyLifestyle #โยคะ #ชุมชนคนรักโยคะ #วันโยคะสากล2026 #โยคะกรุงเทพ #สุขภาพดีเริ่มที่ตัวเรา",1.0,0,2026-05-25T02:00:19.000Z,https://www.instagram.com/p/DYvnzriDVLz/,bangkokscoop,https://scontent-cph2-1.cdninstagram.com/v/t39.30808-6/705823245_1547760746915666_7004864045650997847_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ig_cache_key=MzkwNDUxNDQ3NzIwMjk1Mjk0Nw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=3D9O7UuNknwQ7kNvwFgh0MM&_nc_oc=AdrNh2A-qmOnNIFmMWiVl8iUIiO5I0hPLMhYT_dUgB27_0RC5673L0Aud2ilVrUuVxCJVfOj4k1xzFqVET3ltYQT&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=7&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af5mroYUidTxR6GrBdUzWF6tQ45A0zrjKWe8ghzQauNyWg&oe=6A198355,
InternationalYogaDay,"“Rest is also a part of progress.” 🧘‍♀️

Day 3 — Child’s Pose (Balasana)
This is a deeply calming posture that allows your body and mind to relax, release tension, and return to a peaceful state. Balasana is your gentle pause in the yoga journey.

✨ Benefits:

Gently stretches the hips, thighs, and lower back

Calms the nervous system

Reduces stress and fatigue

Promotes deep relaxation and emotional balance

🪷 As you fold forward and rest your forehead on the mat, surrender every worry. Feel safe, supported, and completely at ease with your breath guiding you inward.

🔥 Sometimes the strongest thing you can do is rest, reset, and reconnect.

✨ Take this moment for yourself — slow down, breathe, and simply be.

#yogawithmaamandram #30DaysYogaChallenge #internationalyogaday #klarulnilayam klan maamandram_klan maamandram balasana childspose yogajourney mindbodysoul",2.0,0,2026-05-25T01:22:03.000Z,https://www.instagram.com/p/DYvjbi3D7du/,hemanika_krishnan,https://scontent-cph2-1.cdninstagram.com/v/t51.82787-15/705842464_18598789165028121_6547291239787986919_n.webp?_nc_cat=102&ig_cache_key=MzkwNDQ5NTEyODU3OTcwNTQyMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=5avmYOThU3oQ7kNvwHiVcOl&_nc_oc=Adq6GNEischaij3VYz4Y7Ttc6LpqDh0ONLB8KZ6__h4H-o8EpWJwOWu4XhL-Ox07xUHgGM4khgYZz1Izvh8KLoLw&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af4de2rj_YGDJgs9nzpFyOkkuJzHHqbjGSknWh-HSG-rHA&oe=6A199F0C,
InternationalYogaDay,Yoga pose for core 26 days to go for international yoga day . #iyd #iyd2026 #internationalyogaday,6.0,1,2026-05-25T00:59:20.000Z,https://www.instagram.com/p/DYvgoN-Skou/,divinebliss_yogabyruchivirmani,https://scontent-cph2-1.cdninstagram.com/v/t51.82787-15/707464680_18070525904694693_3507467748789697634_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_cat=111&ig_cache_key=MzkwNDQ4MjkwMzIyNDYzMzkwMg%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMzA3Mi5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=97rwbxM493UQ7kNvwErxPkA&_nc_oc=AdoO0JW-jQ7PuLqIRCUJq6Db_ERPY1nxTA_3NJjK2v_bQMiPXA7A09rpkmwhWlWJF2Uk2oFu8K_d6xqedBH-7Rfu&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af6GDIXhGodeYeGz0Ga1I9Lolh--UingytXVOEMbnYIcbw&oe=6A19948B,
InternationalYogaDay,"🧘‍♀️✨ Yoga-Fest | 21. Juni 2026 ✨🧘‍♂️
 
Feiere mit uns die Freude an Yoga, Bewegung & Begegnung 🌿

Am Internationalen Yoga‑Tag laden wir dich herzlich zu unserem Yoga‑Fest ins Zentrum für Bewegung & Lebenskunst ein.

Ab 09:30 Uhr kannst du in verschiedene Yoga‑ und Bewegungsstile reinschnuppern, Neues ausprobieren und einfach genießen – für alle Levels geeignet, mit oder ohne Vorerfahrung 🤍

💫 Das erwartet dich u. a.:
🧘 Sivananda Yoga
🔥 Vinyasa Yoga
🌈 Kum Nye Tibetisches Heilyoga
🌿 Qi Gong & Partnerübungen
🌬 Meditation & Atmung aus dem Tai Chi
🥋 Kata Karate‑Do
🥗 Ayurvedische Snacks & Essen

📍 Wann & Wo?
🗓 Sonntag, 21.06.2026
🕘 ab 09:30 Uhr

📍 Zentrum für Bewegung & Lebenskunst
Kessenicher Straße 217, Bonn

💛 Teilnahme: kostenfrei / gegen Spende
📝 Anmeldung erforderlich:
👉 https://easyverein.com/public/ZBL/calendar/474413304

✨ Komm vorbei, tauche ein und verbringe einen Tag voller Bewegung, Achtsamkeit & Gemeinschaft.

Wir freuen uns auf dich!
Dein Lebenskunst-Team
 
#yogafest #internationalyogaday #yogabonn #bonnveranstaltungen",1.0,0,2026-05-24T22:20:35.000Z,https://www.instagram.com/p/DYvOj-dMmFf/,lebenskunstbonn,https://scontent-cph2-1.cdninstagram.com/v/t51.82787-15/708222601_18419867305124557_5185671889752209123_n.jpg?stp=dst-jpg_e35_p1080x1080_sh2.08_tt6&_nc_cat=102&ig_cache_key=MzkwNDQwMzQ0Njg0ODE4NDY3MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTM1MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=cdBcV_tk1fgQ7kNvwEE7gyw&_nc_oc=AdqWstY7c0anN440WLLgr5YQpENLm1D0PSNstLpzn978WhzIACziMc8qBW8O5HpijuO-h9Zx-yOuxozNj1iCpwIB&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af7NjcTPq_LsKESb_EdnZLgEAuvpHoXRpTbJfRo_2vhK3g&oe=6A19A1CD,
InternationalYogaDay,"still can’t believe i met her today. 🤍🧘‍♀️

came for yoga,
left with a memory i’ll probably never shut up about.
.
.
.
.
.
#InternationalYogaDay #ShilpaShetty #YogaEvent #YogaDay2026 #FitnessLifestyle #IndianFitnessModel #YogaCommunity #WellnessJourney #FitnessGirl #YogaVibes #HealthyLifestyle #FitnessMotivation #MindBodySoul #EventDiaries #YogaIndia #FitIndia #IndianAesthetic #CrowdMoments #CelebrityMoment #YogaFestival

the energy, the crowd, the chaos, the smiles… everything felt unreal for a moment.",1.0,1,2026-05-24T19:50:44.000Z,https://www.instagram.com/p/DYu9g1Dk230/,its_only_urvarshi,https://scontent-cph2-1.cdninstagram.com/v/t51.82787-15/706611528_18081765737167660_3883383083898333814_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=101&ig_cache_key=MzkwNDMyODQ1Mjg2Njc3NDYyMw%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0ueHBpZHMuMTA4Ni5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=3BDCjuGtTZQQ7kNvwELrqmC&_nc_oc=Adr7UnZG3hV05YDF-pvTfB9sdz1Ylr0Ku5IU2h74HAW9SEvwE1xbsBzdsAJmzZhCZy73TdgtdLRIrgv2XiPceA4h&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=7&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af4r5M0BkNIEmzTXX-D6xyCEmMa_jeBvvN-3twmMyHS85A&oe=6A19AF4C,
InternationalYogaDay,"Event LaB:

No dia 21 de Junho, junta-te a mim e ao Yoav para celebrar um momento cósmico super auspicioso. Nesta sinergia vamos combinar Yoga da Tradição Himalaia cm Música ao Vivo & Sound Healing.

- 17:00-19:00
- Yoga P. em Milfontes
- Doações Conscientes
- Reserva é essencial 

O facto do Dia Internacional do Yoga ter sido escolhido para ser celebrado no Solstício de Verão (no Hemisfério Norte) não e uma coincidência. Trata-se de um momento de pico de luz, que simboliza expansão, vitalidade e despertar. 

Segundo a tradição yogui, este período marca uma transição sagrada no movimento das energias na natureza. Após o Solstício de Verão, o sol inicia a sua viagem para sul (Dakshinayana), um momento especialmente favorável para as práticas interiores, a contemplação e a realização espiritual.

O sol exterior torna-se um símbolo do sol interior; e o solstício recorda-nos que, tal como o sol ilumina o mundo, a consciência ilumina a experiência humana.

O Dia Internacional do Yoga representa também o reconhecimento de que qualquer tipo de experiência acontece dentro de nós, e convida-nos a reflectir sobre a nossa interconectividade com tudo o que existe.

 #InternationalYogaDay #diainternacionaldoyoga #summersolstice #solsticiodeverao #yogaemusicaaovivo  yogaandsoundhealing soundhealing himalayanyoga 
 yogapractice",4.0,0,2026-05-24T19:47:55.000Z,https://www.instagram.com/p/DYu80IVCgyz/,jivanmuktalab,https://scontent-cph2-1.cdninstagram.com/v/t51.82787-15/706054520_18467535685101722_6346753866737849707_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=110&ig_cache_key=MzkwNDMyNTM5MjEyMzE2OTk3MQ%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=ebfrK16JCt0Q7kNvwGzYgyC&_nc_oc=AdqFJ2L5Ih54tp1x2_slh7hz9xfpZKZliUOsXfSchp6hzQlwcOvmgsrizDuMYrCOI1QIL74pWlO9QMCq6eRNC9Hm&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=7&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af7sw1Gz1AET2qGwle5xNTfG3GWhs9YHAjug5lCqBNWoMg&oe=6A19AC79,
InternationalYogaDay,"✨ PŘEDSTAVUJEME LEKTORY A LEKCE FESTIVALU JÓGA A MÚZY ✨

Zvuky, které zpomalí čas, a pohyb, který vypráví beze slov. 💫

Odpoledne festivalový prostor rozezní magické tóny handpanu v podání Honzy Macha. Jemné vibrace, rytmus a melodie vytvoří atmosféru, ve které se můžete na chvíli zastavit, nadechnout a jen vnímat přítomný okamžik. ✨

Hudební vystoupení opět pohybově (akrojógově) doprovodí Pavel a Martina Klausovi @acropam, kteří skrze ladnost, důvěru a vzájemnou souhru promění hudbu v živý obraz plný lehkosti a harmonie. 🌿

Čeká nás propojení hudby, pohybu a atmosféry, která se nedá úplně popsat — jen prožít. 🤍

#jogaamuzy #oblastnimuzeummost #mestomost #internationalyogaday #joga",2.0,0,2026-05-24T18:14:46.000Z,https://www.instagram.com/p/DYuyiC0iuxQ/,joga_a_muzy,https://scontent-cph2-1.cdninstagram.com/v/t51.82787-15/704851019_17951797506171545_7267197387653175199_n.jpg?stp=dst-jpg_e35_tt6&_nc_cat=107&ig_cache_key=MzkwNDI4MDE2ODc5MzU2NjI4OA%3D%3D.3-ccb7-5&ccb=7-5&_nc_sid=58cdad&efg=eyJ2ZW5jb2RlX3RhZyI6IkZFRUQueHBpZHMuMTA4MC5zZHIucmVndWxhcl9waG90by5DMyJ9&_nc_ohc=Hy3-QA3PifoQ7kNvwFo5NWg&_nc_oc=AdrvvZQ4vJBtbMK55be2n2K4P1lZp5JCm4IAqQE-JUKbIYcVgIOuwcrKnIdcBvgK3sKrlwO10Kj2m9fMQ_U26WNz&_nc_ad=z-m&_nc_cid=0&_nc_zt=23&se=7&_nc_ht=scontent-cph2-1.cdninstagram.com&_nc_gid=3ofc1FtqqviPQ3rqAtjNbw&_nc_ss=7a3ba&oh=00_Af7QGK3RJmH_OqA9zQxS_rZ6lRY-_Bf1RaOxFVw6BtC7RQ&oe=6A198AD2,
